,PM2.5,PM10,NO,NO2,SO2,CO,Ozone,RH,WS,WD,AT,Date
1859,41.57,120.81,58.66,22.99,14.78,0.55,26.13,80.32,0.92,227.38,28.97,02-06-2021 11:00
1860,64.4,134.28,28.5,21.69,13.0,0.43,27.14,72.22,1.0,220.06,30.91,02-06-2021 12:00
1861,46.4,138.0,41.41,25.6,11.12,0.44,25.67,70.93,1.66,247.36,30.25,02-06-2021 13:00
1862,30.76,133.44444444444446,35.70666666666666,21.693333333333335,10.943888888888889,0.45444444444444443,25.906111111111112,70.43666666666667,1.7133333333333334,250.52,30.60333333333333,02-06-2021 14:00
1863,36.33,128.88888888888889,30.00333333333333,17.78666666666667,10.767777777777777,0.4688888888888889,26.142222222222223,69.94333333333334,1.7666666666666666,253.67999999999998,30.956666666666667,02-06-2021 15:00
1864,17.25,124.33333333333333,24.3,13.88,10.591666666666667,0.48333333333333334,26.378333333333334,69.45,1.82,256.84,31.31,02-06-2021 16:00
1865,9.48,119.77777777777777,31.8,13.83,10.415555555555555,0.49777777777777776,26.614444444444445,71.42,1.5350000000000001,263.48,30.78,02-06-2021 17:00
1866,15.0,115.22222222222223,16.1,13.02,10.239444444444445,0.5122222222222222,26.85055555555556,73.39,1.25,270.12,30.25,02-06-2021 18:00
1867,15.69,110.66666666666667,38.06,34.8,10.063333333333333,0.5266666666666666,27.08666666666667,77.75,1.2566666666666666,219.95666666666668,28.57,02-06-2021 19:00
1868,21.58,106.11111111111111,27.165,47.78,9.887222222222222,0.5411111111111111,27.32277777777778,82.11,1.2633333333333334,169.79333333333335,26.89,02-06-2021 20:00
1869,16.81,101.55555555555556,16.27,60.76,9.71111111111111,0.5555555555555556,27.55888888888889,86.47,1.27,119.63,25.21,02-06-2021 21:00
1870,15.38,97.0,13.03,43.239999999999995,9.535,0.57,27.795,86.3225,1.20625,120.30125,25.205000000000002,02-06-2021 22:00
1871,18.62,92.44444444444444,9.79,25.72,9.358888888888888,0.5844444444444444,28.031111111111112,86.175,1.1425,120.9725,25.200000000000003,02-06-2021 23:00
1872,14.52,87.88888888888889,7.85,23.09,9.182777777777778,0.5988888888888888,28.267222222222223,86.0275,1.07875,121.64375,25.195,03-06-2021 00:00
1873,9.81,83.33333333333334,7.09,22.97,9.006666666666668,0.6133333333333333,28.503333333333334,85.88,1.0150000000000001,122.315,25.19,03-06-2021 01:00
1874,8.19,78.77777777777777,6.59,20.03,8.830555555555556,0.6277777777777778,28.739444444444445,85.7325,0.95125,122.98625,25.185000000000002,03-06-2021 02:00
1875,10.47,74.22222222222223,6.44,19.23,8.654444444444444,0.6422222222222222,28.97555555555556,85.58500000000001,0.8875,123.6575,25.18,03-06-2021 03:00
1876,15.47,69.66666666666667,5.26,18.08,8.478333333333333,0.6566666666666666,29.21166666666667,85.4375,0.82375,124.32875,25.175,03-06-2021 04:00
1877,21.08,65.11111111111111,20.15,23.64,8.302222222222223,0.6711111111111111,29.44777777777778,85.29,0.76,125.0,25.17,03-06-2021 05:00
1878,33.76,60.55555555555556,44.66,20.72,8.126111111111111,0.6855555555555555,29.68388888888889,82.935,1.03,114.75999999999999,25.990000000000002,03-06-2021 06:00
1879,40.74,56.0,56.19,24.66,7.95,0.7,29.92,80.58,1.3,104.52,26.81,03-06-2021 07:00
1880,36.25,55.05,15.59,21.54,11.69,0.4,26.18,70.34,1.87,69.83,28.62,03-06-2021 08:00
1881,17.0,39.78,13.03,23.01,12.15,0.46,26.33,63.5,1.25,190.02,30.98,03-06-2021 09:00
1882,21.38,36.0,14.87,36.91,13.85,0.43,26.79,60.98,1.35,185.43,32.02,03-06-2021 10:00
1883,22.38,37.42,9.89,42.38,15.15,0.47,27.18,58.76,1.33,117.9,32.87,03-06-2021 11:00
1884,26.19,55.0,13.69,51.48,14.94,0.5,27.96,59.34,1.35,188.34,32.82,03-06-2021 12:00
1885,29.04,73.42,16.66,60.12,14.5,0.45,30.16,63.54,1.97,234.46,32.06,03-06-2021 13:00
1886,41.03,94.46,24.08,45.45,12.39,0.35,27.72,62.04,2.0,238.63,32.24,03-06-2021 14:00
1887,21.95,103.56,47.48,41.42,12.38,0.31,26.82,60.21,1.81,233.13,32.24,03-06-2021 15:00
1888,12.49,82.86,50.73,45.26,12.39,0.35,25.44,61.7,2.02,250.64,31.95,03-06-2021 16:00
1889,16.42,92.69,33.27,33.56,13.5,0.33,24.98,67.43,2.01,245.19,30.54,03-06-2021 17:00
1890,11.43,105.38,46.98,37.79,14.83,0.34,25.56,72.74,1.62,246.66,29.38,03-06-2021 18:00
1891,24.32,93.71,39.57,38.47,15.45,0.45,25.19,77.9,1.16,236.75,28.61,03-06-2021 19:00
1892,17.91,52.86,5.73,22.62,14.87,0.35,26.43,73.04,2.93,57.38,27.97,03-06-2021 20:00
1893,18.12,37.78,8.16,44.21,13.77,0.48,27.07,69.06,1.27,178.0,27.01,03-06-2021 21:00
1894,30.43,60.47,21.84,52.2,10.25,0.55,26.5,73.66,0.62,218.75,27.09,03-06-2021 22:00
1895,25.25,75.67,9.57,42.08,7.42,0.63,27.81,74.51,1.16,119.26,26.99,03-06-2021 23:00
1896,27.83,60.23,6.0,37.27,5.69,0.46,28.05,72.92,1.89,77.74,26.39,04-06-2021 00:00
1897,26.08,40.96,10.59,46.14,8.92,0.45,27.17,74.06,1.32,81.41,25.92,04-06-2021 01:00
1898,26.42,35.0,12.45,51.33,11.91,0.32,27.02,76.13,1.83,85.88,25.31,04-06-2021 02:00
1899,19.42,25.72,12.39,55.0,13.22,0.3,26.97,77.12,1.97,97.76,25.14,04-06-2021 03:00
1900,15.34,20.0,7.55,34.13,14.32,0.29,27.21,78.12,1.77,85.47,25.06,04-06-2021 04:00
1901,19.57,24.36,6.12,27.88,14.42,0.29,26.79,78.5,1.43,103.83,25.08,04-06-2021 05:00
1902,25.19,31.27,8.88,30.22,11.97,0.35,27.73,79.81,2.04,102.19,25.2,04-06-2021 06:00
1903,27.57,37.25,13.67,31.01,10.87,0.44,28.39,78.61,1.83,86.34,26.12,04-06-2021 07:00
1904,32.43,42.54,15.06,28.76,8.74,0.38,28.17,73.28,1.71,78.51,28.6,04-06-2021 08:00
1905,25.38,38.09,12.72,20.28,7.69,0.27,27.63,69.63,1.45,119.17,30.3,04-06-2021 09:00
1906,9.9,25.04,15.96,20.53,11.62,0.28,25.94,63.58,1.15,115.09,31.59,04-06-2021 10:00
1907,9.29,27.98,19.94,33.43,13.8,0.34,26.24,60.2,1.3,208.44,32.42,04-06-2021 11:00
1908,12.98,51.34,18.45,37.21,15.0,0.34,26.01,60.38,1.57,238.91,32.47,04-06-2021 12:00
1909,21.7,75.38,35.04,24.8,15.03,0.33,25.45,63.87,1.75,246.87,31.69,04-06-2021 13:00
1910,18.81,75.56,38.05,20.0,13.19,0.35,26.48,61.45,1.66,222.43,32.71,04-06-2021 14:00
1911,16.48,84.25,33.5,24.47,13.05,0.25,26.41,62.83,2.02,242.01,32.14,04-06-2021 15:00
1912,11.75,74.54,33.39,30.49,12.23,0.33,26.26,65.8,1.92,252.51,31.36,04-06-2021 16:00
1913,19.74,88.2,35.55,31.07,11.63,0.3,26.58,71.12,1.7,247.47,30.09,04-06-2021 17:00
1914,16.58,75.7,30.43,29.88,12.12,0.34,25.73,71.8,1.26,243.41,29.64,04-06-2021 18:00
1915,11.71,58.28,7.0,27.82,13.49,0.36,26.53,76.88,1.5,127.86,26.87,04-06-2021 19:00
1916,9.19,41.58,7.29,34.82,14.34,0.37,26.04,80.3,1.96,116.15,25.9,04-06-2021 20:00
1917,11.58,27.89,6.05,33.06,14.84,0.46,26.21,79.68,1.46,104.52,25.9,04-06-2021 21:00
1918,18.09,32.13,7.75,35.01,12.89,0.45,26.73,79.06,1.05,127.39,26.2,04-06-2021 22:00
1919,18.82,37.5,8.57,44.41,10.1,0.43,26.53,77.42,1.07,111.81,26.38,04-06-2021 23:00
1920,16.67,33.6,7.06,47.77,6.76,0.25,27.31,77.99,1.63,97.36,25.91,05-06-2021 00:00
1921,13.69,31.71,6.35,34.83,5.27,0.26,27.12,81.09,1.28,112.8,25.58,05-06-2021 01:00
1922,20.18,45.52,7.88,35.19,8.35,0.29,27.26,79.19,1.08,102.0,25.64,05-06-2021 02:00
1923,21.8,42.89,8.64,34.86,10.77,0.34,28.13,80.72,1.33,91.82,25.47,05-06-2021 03:00
1924,20.85,39.82,11.88,36.66,14.23,0.49,29.98,82.39,1.68,104.02,25.37,05-06-2021 04:00
1925,31.59,43.71,22.03,35.58,14.7,0.48,29.35,82.77,1.25,128.04,25.45,05-06-2021 05:00
1926,37.17,46.13,18.46,35.55,12.67,0.49,27.85,84.68,0.94,118.33,25.24,05-06-2021 06:00
1927,38.43,44.88,25.75,33.25,10.1,0.47,27.63,81.89,1.38,93.26,25.85,05-06-2021 07:00
1928,33.38,44.0,17.48,37.16,6.9,0.44,27.64,76.58,1.73,93.89,26.92,05-06-2021 08:00
1929,37.09,44.71,18.84,42.08,6.16,0.43,27.87,75.38,1.88,89.36,27.64,05-06-2021 09:00
1930,36.73,47.0,18.37,48.2,6.43,0.48,27.52,67.68,1.3,113.43,29.81,05-06-2021 10:00
1931,27.0,48.71,23.24,56.34,10.08,0.46,26.66,66.65,1.09,171.24,30.52,05-06-2021 11:00
1932,27.43,93.06,34.21,59.12,12.68,0.42,26.19,65.8,1.48,239.16,30.68,05-06-2021 12:00
1933,32.34,106.02,35.49,58.53,14.06,0.38,26.16,64.29,1.44,227.06,31.35,05-06-2021 13:00
1934,35.52,105.9,31.46,42.77,14.0,0.33,25.67,66.04,1.95,237.08,31.19,05-06-2021 14:00
1935,31.47,106.0,52.51,37.7,13.31,0.38,26.41,71.12,1.55,248.64,29.65,05-06-2021 15:00
1936,44.91,144.96,45.14,35.94,11.25,0.28,26.62,74.57,1.34,216.8,29.07,05-06-2021 16:00
1937,41.92,97.71,9.41,33.84,9.25,0.32,29.1,70.28,2.22,95.95,27.75,05-06-2021 17:00
1938,19.27,44.97,8.08,42.15,7.53,0.43,30.27,71.27,1.91,87.52,27.39,05-06-2021 18:00
1939,21.83,39.33,14.9,74.0,9.89,0.59,27.97,76.02,1.2,96.94,26.95,05-06-2021 19:00
1940,20.92,56.04,27.48,95.43,12.25,0.87,27.5,78.15,1.68,87.09,26.9,05-06-2021 20:00
1941,30.75,71.66,16.63,78.46,13.62,0.7,27.32,80.28,1.47,93.44,26.57,05-06-2021 21:00
1942,28.0,65.54,18.62,80.62,14.35,0.7,29.65,80.98,1.47,92.89,26.5,05-06-2021 22:00
1943,28.1,56.17,16.76,66.84,12.72,0.41,27.35,81.73,1.73,107.3,26.36,05-06-2021 23:00
1944,29.4,62.38,18.44,46.2,10.45,0.34,26.87,83.15,1.49,140.81,25.97,06-06-2021 00:00
1945,34.1,147.51,40.38,50.48,7.45,0.18,26.77,84.87,1.49,249.06,23.68,06-06-2021 01:00
1946,32.05,83.25,14.55,44.81,6.38,0.19,26.85,96.72,1.56,128.76,22.16,06-06-2021 02:00
1947,4.0,43.0,36.07,50.79,7.91,0.17,28.03,98.0,1.47,197.3,21.87,06-06-2021 03:00
1948,15.7,44.88,39.76,70.62,10.94,0.22,25.89,98.38,0.82,245.77,21.65,06-06-2021 04:00
1949,25.36,86.75,25.44,56.58,12.11,0.22,25.98,98.5,0.7,221.78,21.67,06-06-2021 05:00
1950,8.35,103.0,12.3,38.2,13.15,0.27,25.73,98.75,1.12,132.29,21.9,06-06-2021 06:00
1951,12.33,59.5,14.52,37.99,13.04,0.35,26.44,98.54,1.64,94.44,22.4,06-06-2021 07:00
1952,15.0,16.0,16.7,34.55,10.85,0.23,26.87,95.69,2.12,111.2,23.93,06-06-2021 08:00
1953,17.89,32.12,15.12,39.26,7.43,0.22,27.12,90.45,2.02,109.03,24.99,06-06-2021 09:00
1954,16.51,26.62,16.81,39.35,5.04,0.24,27.71,75.31,1.58,107.0,28.12,06-06-2021 10:00
1955,12.4,27.56,20.04,42.19,5.96,0.25,27.86,63.47,1.89,99.47,29.66,06-06-2021 11:00
1956,16.48,21.58,20.16,45.16,9.3,0.28,26.58,59.63,1.26,181.53,30.99,06-06-2021 12:00
1957,13.98,36.9,20.53,57.69,11.93,0.34,27.22,58.18,1.54,188.42,31.81,06-06-2021 13:00
1958,23.09,90.33,33.6,53.9,13.66,0.32,26.3,57.9,1.62,229.39,31.91,06-06-2021 14:00
1959,23.62,105.0,39.38,49.75,14.4,0.32,25.78,61.21,1.66,230.65,31.4,06-06-2021 15:00
1960,21.52,95.31,37.4,39.88,12.77,0.26,26.87,65.26,1.99,247.04,30.69,06-06-2021 16:00
1961,35.52,89.46,38.97,38.25,11.82,0.27,26.43,68.86,1.75,234.14,29.85,06-06-2021 17:00
1962,31.69,75.25,39.73,35.2,10.24,0.31,26.28,71.67,1.36,229.04,29.01,06-06-2021 18:00
1963,38.64,68.58,57.8,53.89,8.53,0.45,26.34,76.06,1.08,232.66,27.75,06-06-2021 19:00
1964,43.03,105.83,67.75,45.33,11.74,0.57,26.27,77.55,0.94,236.52,27.46,06-06-2021 20:00
1965,24.02,67.11,38.48,50.95,11.87,0.45,25.71,78.41,0.83,212.19,27.36,06-06-2021 21:00
1966,15.17,43.62,22.72,43.21,13.09,0.45,26.24,78.89,0.76,199.13,27.34,06-06-2021 22:00
1967,19.43,50.92,26.66,32.45,13.83,0.35,25.84,84.44,0.69,175.5,25.54,06-06-2021 23:00
1968,41.43,55.0,23.6,31.99,13.51,0.31,25.59,84.36,0.64,178.73,26.5,07-06-2021 00:00
1969,19.71,44.67,41.81,38.64,11.16,0.2,26.5,83.94,0.81,259.8,26.44,07-06-2021 01:00
1970,18.35,71.08,43.2,34.45,7.87,0.17,26.2,83.02,0.69,238.56,26.4,07-06-2021 02:00
1971,29.17,56.21,7.76,28.88,5.14,0.16,26.77,85.17,1.45,102.8,25.75,07-06-2021 03:00
1972,9.11,29.94,8.66,32.81,5.54,0.16,26.69,88.46,1.06,109.28,24.93,07-06-2021 04:00
1973,9.66,11.78,12.03,25.72,9.56,0.18,25.69,97.71,0.98,132.53,22.03,07-06-2021 05:00
1974,6.17,9.15,11.66,34.66,11.82,0.24,25.64,98.29,1.68,104.97,22.37,07-06-2021 06:00
1975,8.556666666666667,15.100000000000001,17.02,32.71,13.05,0.24,26.61,98.27,2.24,113.55,22.6,07-06-2021 07:00
1976,10.943333333333333,21.05,25.06,29.76,13.7,0.31,26.31,96.37,1.43,99.99,24.81,07-06-2021 08:00
1977,13.33,27.0,34.22,32.38,12.16,0.25,25.7,83.53,1.47,191.75,27.09,07-06-2021 09:00
1978,24.0,36.92,37.42,35.87,9.65,0.27,25.65,92.06,1.65,247.2,23.23,07-06-2021 10:00
1979,24.17,33.21,27.11,26.77,6.31,0.39,26.27,85.47,0.73,218.31,26.43,07-06-2021 11:00
1980,25.29,36.42,17.89,28.55,6.19,0.35,27.69,70.65,1.13,152.33,29.7,07-06-2021 12:00
1981,17.33,38.29,17.57,32.87,9.33,0.3,26.54,70.97,1.35,195.01,29.94,07-06-2021 13:00
1982,10.49,45.56,23.03,32.97,11.44,0.28,26.17,62.79,1.3,183.91,31.27,07-06-2021 14:00
1983,15.26,46.0,35.86,31.64,13.64,0.28,25.93,65.94,2.21,250.47,30.22,07-06-2021 15:00
1984,18.0,55.96,32.12,27.51,14.23,0.23,25.17,73.46,2.04,264.97,28.45,07-06-2021 16:00
1985,18.78,57.17,30.94,23.88,13.42,0.28,25.73,68.9,1.53,249.0,29.61,07-06-2021 17:00
1986,26.71,56.0,33.09,36.34,13.19,0.3,26.12,71.46,0.91,228.68,28.6,07-06-2021 18:00
1987,24.76,59.42,37.58,44.66,9.77,0.43,26.4,76.18,0.87,223.42,27.53,07-06-2021 19:00
1988,31.14,80.62,39.88,30.96,7.58,0.42,26.09,79.15,0.97,210.3,27.08,07-06-2021 20:00
1989,22.61,73.58,31.41,35.02,8.25,0.42,26.66,83.65,0.93,188.43,26.51,07-06-2021 21:00
1990,17.51,43.39,18.39,32.01,10.26,0.45,25.92,84.07,0.79,156.97,26.22,07-06-2021 22:00
1991,12.83,31.13,11.38,28.75,12.4,0.24,25.74,84.49,0.96,167.49,26.2,07-06-2021 23:00
1992,11.09,24.21,12.76,33.91,13.44,0.23,25.85,86.07,0.9,125.02,25.87,08-06-2021 00:00
1993,12.32,20.29,13.56,31.62,12.92,0.24,26.08,87.7,1.18,110.96,25.48,08-06-2021 01:00
1994,16.83,24.25,8.17,25.85,10.27,0.22,26.48,89.27,1.63,112.93,25.07,08-06-2021 02:00
1995,25.74,42.0,12.6,23.06,7.94,0.22,26.34,91.62,1.26,100.17,24.38,08-06-2021 03:00
1996,23.57,32.1,12.79,22.52,6.4,0.24,26.32,92.5,1.28,100.52,24.27,08-06-2021 04:00
1997,19.0,37.92,15.63,22.95,6.05,0.34,26.79,91.06,1.18,115.59,24.33,08-06-2021 05:00
1998,18.66,28.54,33.8,22.76,9.71,0.4,25.87,92.56,0.99,200.11,24.26,08-06-2021 06:00
1999,14.58,20.5,20.28,21.09,11.64,0.36,25.76,94.78,0.99,133.57,24.26,08-06-2021 07:00
2000,10.0,18.0,16.38,23.57,12.96,0.36,25.84,90.86,0.95,118.79,25.89,08-06-2021 08:00
2001,10.81,17.17,30.95,43.63,14.09,0.39,25.99,84.06,1.56,132.76,27.14,08-06-2021 09:00
2002,18.33,31.4,40.85,29.69,12.89,0.31,25.59,87.33,1.33,192.06,25.9,08-06-2021 10:00
2003,32.43,74.28,25.89,24.2,11.69,0.35,26.53,95.53,1.2,135.51,24.69,08-06-2021 11:00
2004,25.75,64.52,29.9,51.685,10.51,0.3333333333333333,26.41,87.61,1.23,176.51,26.453333333333333,08-06-2021 12:00
2005,11.28,54.760000000000005,33.91,79.17,9.33,0.31666666666666665,26.290000000000003,79.69,1.26,217.51,28.21666666666667,08-06-2021 13:00
2006,9.35,45.0,26.96,40.12,8.15,0.3,26.17,71.77,1.29,258.51,29.98,08-06-2021 14:00
2007,12.9,52.79,28.45,34.96,10.48,0.33,25.7,69.6,1.57,249.76,30.48,08-06-2021 15:00
2008,13.04,64.43,35.0,45.37,12.47,0.36,25.72,76.71,1.72,238.68,28.88,08-06-2021 16:00
2009,23.31,64.67,49.02,33.02,14.78,0.36,25.51,84.06,1.35,213.34,26.47,08-06-2021 17:00
2010,16.92,59.29,46.93,42.82,14.14,0.55,25.77,83.61,0.74,184.67,26.5,08-06-2021 18:00
2011,27.0,54.73,44.91,46.09,13.03,0.72,26.8,85.59,0.71,123.36,26.02,08-06-2021 19:00
2012,27.49,63.62,55.29,47.21,9.76,0.73,26.53,88.72,0.81,147.44,25.58,08-06-2021 20:00
2013,30.27,57.02,22.47,35.4,6.98,0.4,26.22,95.95,0.8,181.38,23.77,08-06-2021 21:00
2014,11.52,13.59,15.4,34.47,7.83,0.43,27.21,98.08,1.22,101.91,23.79,08-06-2021 22:00
2015,7.83,10.29,31.66,39.39,10.17,0.6,26.67,98.37,0.92,89.25,23.8,08-06-2021 23:00
2016,6.43,11.41,36.99,42.43,11.81,0.51,26.61,98.58,1.36,84.86,23.89,09-06-2021 00:00
2017,11.29,16.25,30.47,49.18,12.89,0.32,26.36,98.59,1.68,76.25,23.71,09-06-2021 01:00
2018,14.67,18.0,14.23,38.98,13.23,0.32,25.98,98.74,1.81,74.75,23.34,09-06-2021 02:00
2019,19.31,24.11,7.22,24.16,10.78,0.26,26.34,98.98,1.64,101.81,23.16,09-06-2021 03:00
2020,13.0,24.29,6.91,23.48,8.1,0.23,26.54,99.03,2.23,73.94,23.18,09-06-2021 04:00
2021,12.81,24.0,5.26,17.39,5.44,0.19,26.55,99.18,1.62,182.21,23.15,09-06-2021 05:00
2022,11.0,24.0,9.57,23.34,5.77,0.24,26.55,99.32,1.42,189.56,23.53,09-06-2021 06:00
2023,18.0,16.375,10.12,26.59,8.7,0.26,26.25,99.29,1.69,184.86,23.29,09-06-2021 07:00
2024,5.74,8.75,7.84,25.29,10.79,0.27,25.77,99.28,3.06,113.04,22.72,09-06-2021 08:00
2025,3.0,7.0,14.01,31.11,12.24,0.37,26.57,99.48,4.42,151.39,22.57,09-06-2021 09:00
2026,5.0,5.67,15.36,32.21,12.68,0.31,25.86,99.61,2.95,249.06,23.06,09-06-2021 10:00
2027,8.0,10.59,8.31,22.69,10.86,0.21,26.27,99.61,3.3,266.22,23.11,09-06-2021 11:00
2028,7.875,10.64125,18.908749999999998,20.583750000000002,23.0775,0.37375,26.14375,99.61125,3.16125,263.59375,23.01125,09-06-2021 12:00
2029,7.75,10.692499999999999,29.5075,18.4775,35.295,0.5375,26.0175,99.6125,3.0225,260.96750000000003,22.9125,09-06-2021 13:00
2030,7.625,10.74375,40.106249999999996,16.37125,47.512499999999996,0.70125,25.89125,99.61375,2.88375,258.34125,22.81375,09-06-2021 14:00
2031,7.5,10.795,50.705,14.265,59.73,0.865,25.765,99.61500000000001,2.745,255.71500000000003,22.715,09-06-2021 15:00
2032,7.375,10.84625,61.303749999999994,12.158750000000001,71.94749999999999,1.02875,25.63875,99.61625000000001,2.60625,253.08875,22.61625,09-06-2021 16:00
2033,7.25,10.8975,71.90249999999999,10.0525,84.16499999999999,1.1925000000000001,25.512500000000003,99.6175,2.4675,250.4625,22.5175,09-06-2021 17:00
2034,7.125,10.94875,82.50125,7.946249999999999,96.3825,1.35625,25.38625,99.61875,2.32875,247.83625,22.41875,09-06-2021 18:00
2035,7.0,11.0,93.1,5.84,108.6,1.52,25.26,99.62,2.19,245.21,22.32,09-06-2021 19:00
2036,4.71,16.14666666666667,15.23,22.88,119.01124982260697,1.8821281856303231,27.02,99.72,0.76,177.32,22.0,09-06-2021 20:00
2037,2.42,21.293333333333337,50.48,36.33,119.01124982260697,1.8821281856303231,28.49,99.81,1.41,90.48,22.4,09-06-2021 21:00
2038,6.91,26.44,20.7,33.08,119.01124982260697,1.8821281856303231,27.4,99.67,1.98,97.29,22.35,09-06-2021 22:00
2039,7.604666666666667,30.4325,6.51,25.03,98.23,1.8821281856303231,26.99,99.2,0.84,106.27,22.55,09-06-2021 23:00
2040,8.299333333333333,34.425,7.538666666666667,25.467333333333336,93.74000000000001,1.8821281856303231,26.996,97.846,0.8886666666666666,108.95866666666666,22.88266666666667,10-06-2021 00:00
2041,8.994,38.417500000000004,8.567333333333334,25.904666666666667,89.25,1.8821281856303231,27.002,96.492,0.9373333333333334,111.64733333333334,23.215333333333334,10-06-2021 01:00
2042,9.688666666666666,42.41,9.596,26.342000000000002,84.76,1.8821281856303231,27.008,95.138,0.986,114.336,23.548000000000002,10-06-2021 02:00
2043,10.383333333333333,46.4025,10.624666666666666,26.779333333333334,80.27000000000001,1.8821281856303231,27.014,93.784,1.0346666666666666,117.02466666666666,23.880666666666666,10-06-2021 03:00
2044,11.078,50.394999999999996,11.653333333333334,27.21666666666667,75.78,1.8821281856303231,27.02,92.43,1.0833333333333333,119.71333333333332,24.213333333333335,10-06-2021 04:00
2045,11.772666666666666,54.3875,12.682,27.654,71.29,1.8821281856303231,27.026,91.07600000000001,1.1320000000000001,122.402,24.546,10-06-2021 05:00
2046,12.467333333333332,58.379999999999995,13.710666666666668,28.091333333333335,66.80000000000001,1.8821281856303231,27.032,89.72200000000001,1.1806666666666668,125.09066666666666,24.878666666666668,10-06-2021 06:00
2047,13.161999999999999,62.3725,14.739333333333335,28.528666666666666,62.31,1.8821281856303231,27.037999999999997,88.368,1.2293333333333334,127.77933333333333,25.211333333333332,10-06-2021 07:00
2048,13.856666666666666,66.365,15.768,28.966,57.82,1.8821281856303231,27.043999999999997,87.01400000000001,1.278,130.468,25.544,10-06-2021 08:00
2049,14.551333333333332,70.3575,16.796666666666667,29.403333333333332,53.33,1.8821281856303231,27.049999999999997,85.66,1.3266666666666667,133.15666666666667,25.876666666666665,10-06-2021 09:00
2050,15.245999999999999,74.35,17.825333333333333,29.840666666666667,48.84,1.8821281856303231,27.055999999999997,84.306,1.3753333333333333,135.84533333333331,26.209333333333333,10-06-2021 10:00
2051,15.940666666666665,78.3425,18.854,30.278,44.35,1.8821281856303231,27.061999999999998,82.952,1.424,138.534,26.541999999999998,10-06-2021 11:00
2052,16.63533333333333,82.335,19.88266666666667,30.715333333333334,39.86,1.8821281856303231,27.067999999999998,81.598,1.4726666666666666,141.22266666666667,26.874666666666666,10-06-2021 12:00
2053,17.33,86.3275,20.911333333333335,31.15266666666667,35.370000000000005,1.8821281856303231,27.073999999999998,80.244,1.5213333333333332,143.91133333333335,27.20733333333333,10-06-2021 13:00
2054,24.67,90.32,21.94,31.59,30.88,1.8821281856303231,27.08,78.89,1.57,146.6,27.54,10-06-2021 14:00
2055,30.62,61.56,25.1,27.4,24.74,1.8821281856303231,32.72,86.67,1.69,167.5,25.87,10-06-2021 15:00
2056,19.62,70.96,42.74,28.33,21.96,1.8821281856303231,31.22,98.11,2.4,244.88,22.41,10-06-2021 16:00
2057,18.32,68.66,57.45,37.88,23.8,1.8821281856303231,25.75,99.18,1.38,214.19,21.93,10-06-2021 17:00
2058,43.91,90.33,64.43,39.59,22.84,1.8821281856303231,26.1,99.56,0.55,183.83,22.55,10-06-2021 18:00
2059,24.59,95.83,108.69,47.47,23.33,1.8821281856303231,26.79,99.45,1.14,145.21,22.67,10-06-2021 19:00
2060,30.78,113.22,27.04,38.14,19.02,1.8821281856303231,25.94,99.58,2.28,225.66,22.16,10-06-2021 20:00
2061,37.53,65.57,24.45,53.05,13.88,1.8821281856303231,27.03,99.53,0.82,201.4,21.58,10-06-2021 21:00
2062,21.76,29.78,57.64,72.95,10.59,1.8821281856303231,26.76,99.73,1.29,95.48,21.93,10-06-2021 22:00
2063,19.27,22.0,38.85,72.91,6.33,1.8821281856303231,26.65,99.8,1.59,92.94,22.14,10-06-2021 23:00
2064,11.83,17.76,28.58,68.82,3.38,1.8821281856303231,26.99,99.81,1.39,86.89,22.41,11-06-2021 00:00
2065,10.09,19.54,21.86,44.1,5.66,1.8821281856303231,27.18,99.82,1.12,96.2,22.59,11-06-2021 01:00
2066,11.46,18.18,19.66,28.99,6.24,1.8821281856303231,26.73,99.84,1.54,87.98,22.8,11-06-2021 02:00
2067,16.0,17.0,33.07,26.0,7.25,1.8821281856303231,26.78,99.69,1.23,78.0,22.99,11-06-2021 03:00
2068,18.55,32.11,35.49,23.86,7.19,1.8821281856303231,26.54,99.32,1.38,86.33,22.99,11-06-2021 04:00
2069,14.83,22.38,28.99,26.09,3.37,1.8821281856303231,26.0,99.27,2.44,151.71,22.69,11-06-2021 05:00
2070,12.83,18.0,15.74,23.5,0.98,1.8821281856303231,26.11,99.83,4.07,163.56,22.48,11-06-2021 06:00
2071,11.0,14.63,38.2,30.7,13.74,1.8821281856303231,26.54,99.89,2.27,252.11,22.57,11-06-2021 07:00
2072,11.325,16.96,15.59,26.87,27.47,1.8821281856303231,26.51,99.9,1.36,211.92,23.0,11-06-2021 08:00
2073,11.65,19.29,20.11,27.21,28.57,1.8821281856303231,26.59,99.7,1.29,157.86,23.68,11-06-2021 09:00
2074,9.0,14.59,20.39,25.59,30.7,1.8821281856303231,26.25,98.92,1.42,152.87,24.91,11-06-2021 10:00
2075,7.77,17.35,16.54,25.13,31.72,1.8821281856303231,25.58,88.15,1.45,176.04,27.87,11-06-2021 11:00
2076,6.52,22.92,21.95,28.3,33.11,1.8821281856303231,25.57,85.63,1.67,172.34,26.97,11-06-2021 12:00
2077,12.15,24.58,25.77,24.25,32.93,1.6,25.74,99.15,1.2,184.11,24.42,11-06-2021 13:00
2078,14.1,32.56,18.54,23.77,30.96,1.1400000000000001,26.44,99.22,1.56,162.02,23.69,11-06-2021 14:00
2079,16.1,39.41,20.26,26.11,28.13,0.6799999999999999,26.58,99.31,1.41,123.25,23.49,11-06-2021 15:00
